no,id_resep,nama_resep,daftar_bahan,waktu_masak,kategori,step_masak,gambar,link asli,list_bahan,list_bahan_stem,list_bahan_norm,waktu_norm,kategori_list,kategori_norm
42,R0042,smoothie bayam merah,"bayam merah,pisang,air,madu,es batu",5,"resep minuman, resep sehat/diet, kue dan dessert, resep praktis/5 bahan","1. Cuci bersih bayam merah, tiriskan.;2. Masukkan bayam, pisang, air, dan madu ke blender. Blender hingga halus dan tercampur rata.;3. Tambahkan es batu, blender sebentar lagi. Tuang ke gelas.;4. Sajikan segera.",https://img-global.cpcdn.com/recipes/bbe593aafc3f201b/680x781f0.5_0.5_1.0q80/smoothie-bayam-merah-foto-resep-utama.webp,https://cookpad.com/id/resep/25741378,"['bayam merah', 'pisang', 'air', 'madu', 'es batu']","['bayam merah', 'pisang', 'air', 'madu', 'es batu']","['bayam', 'pisang', 'air', 'madu', 'es batu']",5,"['resep minuman', 'resep sehat/diet', 'kue dan dessert', 'resep praktis/5 bahan']","['resep minuman', 'resep sehat/diet', 'dessert & kue manis', 'resep praktis/5 bahan']"
43,R0043,cold brew coffee,"bubuk kopi,air,es batu,gula aren,madu",1440,"resep minuman, resep sehat/diet, kue dan dessert","1. Campur bubuk kopi dengan air. Masukkan ke dalam botol. Bolak balik botol sekitar 3 x. Simpan di kulkas selama 24 jam.;2. Jika sudah 24 jam, saring kopi secukupnya. Tambahkan gula aren atau madu jika suka manis. Aduk rata;3. Tuang es batu dalam gelas saji. Kemudian tuang kopi yang sudah di saring. Sajikan",https://img-global.cpcdn.com/recipes/b39fa03e17b69be5/300x426f0.5_0.5_1.0q80/cold-brew-coffee-foto-resep-utama.webp,https://cookpad.com/id/resep/25842564,"['bubuk kopi', 'air', 'es batu', 'gula aren', 'madu']","['bubuk kopi', 'air', 'es batu', 'gula aren', 'madu']","['bubuk kopi', 'air', 'es batu', 'gula aren', 'madu']",1440,"['resep minuman', 'resep sehat/diet', 'kue dan dessert']","['resep minuman', 'resep sehat/diet', 'dessert & kue manis']"
44,R0044,japanese iced coffee,"biji kopi,air panas,es batu",5,"resep minuman, resep sehat/diet, kue dan dessert, resep praktis/5 bahan","1. Siapkan server, dripper dan paper filter. Note : basahi paper filtee dengan air panas supaya steril. Air di server jangan lupa dibuang;2. Masukkan es batu pada server;3. Tuang biji kopi yang telah dihaluskan pada dripper, ratakan;4. Pouring 1 : tuang 30gr air. Start : 00.00;5. Pouring 2 : tuang 120gr air. Start : 00.30;6. Finish di 02.08;7. Angkat dripper, lalu goyangkan server supaya kopi bercampur dengan es batu dan mengeluarkan aroma. Note : lebih cocok untuk arabica, aroma lebih keluar;8. Tuang pada gelas berisi es batu, sajikan",https://img-global.cpcdn.com/recipes/a07c6cbcfb561f86/680x781cq80/japanese-iced-coffee-v60-2-foto-resep-utama.webp,https://cookpad.com/id/resep/15984848,"['biji kopi', 'air panas', 'es batu']","['biji kopi', 'air panas', 'es batu']","['biji kopi', 'air panas', 'es batu']",5,"['resep minuman', 'resep sehat/diet', 'kue dan dessert', 'resep praktis/5 bahan']","['resep minuman', 'resep sehat/diet', 'dessert & kue manis', 'resep praktis/5 bahan']"
45,R0045,dendeng jantung pisang balado,"jantung pisang,terigu medan,ketumbar,bawang putih,tepung beras,kaldu bubuk,lada bubuk,gula pasir,penyedap,cabe merah keriting,bawang merah,bawang putih,garam,gula pasir,tomat,cabe keriting,daun jeruk",60,"makanan rumahan, olahan pedas dan sambal, sayur tumis","1. Potong jantung pisang, rebus dengan garam sampai empuk;2. Chopper semua bahan lalu kukus;3. Setelah dingin, iris lalu gilas tipis dan goreng sampai matang;4. Blender semua bumbu lalu tumis sampai harum, tambahkan garam;5. Masukkan cabe iris,daun jeruk dan gula, masak sampai bumbu matang;6. Susun dendeng di piring,siram dengan bumbu balado",https://img-global.cpcdn.com/recipes/8f56ce9a408dfc4a/600x852f0.5_0.5_1.0q80/dendeng-jantung-pisang-balado-foto-resep-utama.webp,https://cookpad.com/id/resep/25814564,"['jantung pisang', 'terigu medan', 'ketumbar', 'bawang putih', 'tepung beras', 'kaldu bubuk', 'lada bubuk', 'gula pasir', 'penyedap', 'cabe merah keriting', 'bawang merah', 'bawang putih', 'garam', 'gula pasir', 'tomat', 'cabe keriting', 'daun jeruk']","['jantung pisang', 'terigu medan', 'ketumbar', 'bawang putih', 'tepung beras', 'kaldu bubuk', 'lada bubuk', 'gula pasir', 'sedap', 'cabe merah keriting', 'bawang merah', 'bawang putih', 'garam', 'gula pasir', 'tomat', 'cabe keriting', 'daun jeruk']","['jantung pisang', 'terigu medan', 'ketumbar', 'bawang putih', 'tepung beras', 'kaldu ayam', 'lada', 'gula pasir', 'sedap', 'cabe merah keriting', 'bawang merah', 'bawang putih', 'garam', 'gula pasir', 'tomat', 'cabai keriting', 'daun jeruk']",60,"['makanan rumahan', 'olahan pedas dan sambal', 'sayur tumis']","['makanan rumahan', 'olahan pedas & sambal', 'sayur tumis']"
46,R0046,bolu pisang choco chips,"telur,gula pasir,emulsifier,tepung segitiga biru,susu bubuk,pisang,baking powder,soda kue,mentega",35,"kue dan dessert, camilan viral/kekinian","1. Mixer gula, sp dan telur, sampai putih kental berjejak.;2. Kemudian masukkan terigu dan susu, mixer rata, lalu masukkan pisang, baking powder dan baking soda. Mixer asal rata.;3. Masukkan margarin cair/ minyak aduk balik, tambahkan meses, aduk balik kembali.;4. Tuang dalam loyang, lalu taburi dengan choco chips, lalu oven selama 30 menit dalam suhu 180'C atau sampai matang.;5. Setelah matang lalu lepaskan dari cetakan dan potong sesuai selera, dan sajikan. Enjoy😍",https://img-global.cpcdn.com/recipes/b820c63bae42f3b4/300x426f0.5_0.500477_1.0q80/bolu-pisang-choco-chips-foto-resep-utama.webp,https://cookpad.com/id/resep/25109797,"['telur', 'gula pasir', 'emulsifier', 'tepung segitiga biru', 'susu bubuk', 'pisang', 'baking powder', 'soda kue', 'mentega']","['telur', 'gula pasir', 'emulsifier', 'tepung segitiga biru', 'susu bubuk', 'pisang', 'baking powder', 'soda kue', 'mentega']","['telur', 'gula pasir', 'emulsifier', 'tepung segitiga biru', 'susu bubuk', 'pisang', 'baking powder', 'soda kue', 'mentega']",35,"['kue dan dessert', 'camilan viral/kekinian']","['dessert & kue manis', 'camilan viral/kekinian']"
47,R0047,bolu pisang kukus,"pisang,gula pasir,telur,soda kue,baking powder,tepung terigu,susu bubuk,minyak goreng",40,"kue dan dessert, camilan viral/kekinian","1. Haluskan pisang, sisihkan.;2. Campur gula pasir, telur, baking powder, dan soda kue, kocok hingga gula larut.;3. Tambahkan pisang, aduk rata.;4. Masukkan tepung terigu dan susu bubuk. Aduk rata.;5. Tuang minyak goreng, aduk rata jangan sampai ada minyak yang masih mengendap di dasar mangkok.;6. Siapkan cetakan plastik (saya pakai cetakan twister besar), olesi dengan minyak goreng tipis-tipis lalu tuang adonan setinggi 3/4 cetakan.;7. Kukus selama 20 menit.;8. Setelah matang, angkat, keluarkan dari cetakan lalu sajikan.",https://img-global.cpcdn.com/recipes/dfaea673420f0fb6/300x426cq80/bolu-pisang-kukus-foto-resep-utama.webp,https://cookpad.com/id/resep/24210060,"['pisang', 'gula pasir', 'telur', 'soda kue', 'baking powder', 'tepung terigu', 'susu bubuk', 'minyak goreng']","['pisang', 'gula pasir', 'telur', 'soda kue', 'baking powder', 'tepung terigu', 'susu bubuk', 'minyak goreng']","['pisang', 'gula pasir', 'telur', 'soda kue', 'baking powder', 'tepung terigu', 'susu bubuk', 'minyak goreng']",40,"['kue dan dessert', 'camilan viral/kekinian']","['dessert & kue manis', 'camilan viral/kekinian']"
48,R0048,bolen pisang,"pisang,air matang,margarin,gula pasir,garam,tepung terigu,kuning telur,tepung terigu,margarin,minyak goreng,keju,meses",90,"kue dan dessert, camilan viral/kekinian",1. Masak semua bahan A kecuali tepung dan telur. Saat masih panas masukkan dalam tepung terigu aduk pelan sampai rata lalu masukan kuning telur sisihkan tutup dengan plastik. Lalu campur bahan B semuanya campur sampai kalis tutup dengan plastik. Sisihkan diamkan dalam kulkas 15 menit.;2. Keluarkan adonan kulit giling. Gilas adonan A lebih besar dari adonan B lalu lipat sampai menutupi adonan B.;3. Bungkus adonan dengan plastik. Masukkan kulkas 15 menit;4. Keluarkan adonan dari kulkas gilas adonan lipat adonan gilas lipat lagi sampai 3 kali lipatan;5. Potong potong adonan lalu gilas satu satu isi dengan pisang meses dan keju. Tata dalam loyang. Oles dengan kuning telur lalu taburi keju parut;6. Oven sudah di panaskan sebelumnya di suhu 160- 170 derajat celcius. Panggang sampai matang;7. Setelah kuning keemasan tanda bolen sudah matang. Keluarkan dari oven siap di sajikan.. Yummy banget... Cocok temen minum teh anget🥰,https://img-global.cpcdn.com/recipes/c97c79d31479105d/680x781f0.5_0.5_1.0q80/bolen-pisang-foto-resep-utama.webp,https://cookpad.com/id/resep/25840664,"['pisang', 'air matang', 'margarin', 'gula pasir', 'garam', 'tepung terigu', 'kuning telur', 'tepung terigu', 'margarin', 'minyak goreng', 'keju', 'meses']","['pisang', 'air matang', 'margarin', 'gula pasir', 'garam', 'tepung terigu', 'kuning telur', 'tepung terigu', 'margarin', 'minyak goreng', 'keju', 'meses']","['pisang', 'air matang', 'margarin', 'gula pasir', 'garam', 'tepung terigu', 'kuning telur', 'tepung terigu', 'margarin', 'minyak goreng', 'keju', 'meses']",90,"['kue dan dessert', 'camilan viral/kekinian']","['dessert & kue manis', 'camilan viral/kekinian']"
49,R0049,mi goreng udang jamur,"mi burung dara,jamur kuping,udang besar,telur ayam,kol,sawi,bawang putih,batang onclang,seledri,kaldu bubuk,lada bubuk,kecap manis,minyak wijen,biji wijen,tomat,cabe rawit,minyak goreng",30,"makanan rumahan, mie dan pasta, resep anak dan bekal sekolah, telur, sarapan","1. Tumis bawang putih hingga harum. Masukkan udang dan telur. Aduk rata. Tambahkan jamur kuping dan sayuran yang sudah dipotong-potong.;2. Aduk rata sampai sayuran layu. Masukkan mi yang sudah direbus sebelumnya.;3. Masukkan kaldu, lada, minyak wijen dan kecap. Aduk sampai rata. Sajikan dengan tomat, cabe rawit, dan taburan biji wijen.",https://img-global.cpcdn.com/recipes/299e6a49c4e48f18/680x781f0.5_0.5_1.0q80/mi-goreng-udang-jamur-foto-resep-utama.webp,https://cookpad.com/id/resep/25595836,"['mi burung dara', 'jamur kuping', 'udang besar', 'telur ayam', 'kol', 'sawi', 'bawang putih', 'batang onclang', 'seledri', 'kaldu bubuk', 'lada bubuk', 'kecap manis', 'minyak wijen', 'biji wijen', 'tomat', 'cabe rawit', 'minyak goreng']","['mi burung dara', 'jamur kuping', 'udang besar', 'telur ayam', 'kol', 'sawi', 'bawang putih', 'batang onclang', 'seledri', 'kaldu bubuk', 'lada bubuk', 'kecap manis', 'minyak wijen', 'biji wijen', 'tomat', 'cabe rawit', 'minyak goreng']","['mi burung dara', 'jamur kuping', 'udang besar', 'telur ayam', 'kol', 'sawi', 'bawang putih', 'batang onclang', 'seledri', 'kaldu ayam', 'lada', 'kecap manis', 'minyak wijen', 'biji wijen', 'tomat', 'cabe rawit', 'minyak goreng']",30,"['makanan rumahan', 'mie dan pasta', 'resep anak dan bekal sekolah', 'telur', 'sarapan']","['makanan rumahan', 'mie & pasta', 'resep anak & bekal sekolah', 'telur', 'sarapan']"
50,R0050,ikan bakar simpel,"ikan nila,daun pisang,kecap manis,saus tomat,minyak goreng,bawang putih bubuk,desaku marinasi,jahe,gula pasir,lada bubuk",45,"ikan dan seafood, makanan rumahan, menu tradisional daerah",1. Bersihkan ikan kemudian kasih perasan jeruk dan garam diamkan sebentar;2. Kemudian bersihkan ikan dan goreng ikan sampai setengah matang;3. Bumbui ikan dengan bumbu Alus yang buat oles dan Marinasi diamkan selama 30 menit agar bumbu meresap sampai ke dalam ikannya;4. Kemudian bakar ikan dengan dilapisi daun pisang dan diolesi dengan bumbu oles panggang ikan sampai matang dan siap di sajikan.,https://img-global.cpcdn.com/recipes/ab242a0ad3936313/680x781f0.5_0.424113_1.0q80/ikan-bakar-simpel-foto-resep-utama.webp,https://cookpad.com/id/resep/25826944,"['ikan nila', 'daun pisang', 'kecap manis', 'saus tomat', 'minyak goreng', 'bawang putih bubuk', 'desaku marinasi', 'jahe', 'gula pasir', 'lada bubuk']","['ikan nila', 'daun pisang', 'kecap manis', 'saus tomat', 'minyak goreng', 'bawang putih bubuk', 'desa marinasi', 'jahe', 'gula pasir', 'lada bubuk']","['ikan nila', 'daun pisang', 'kecap manis', 'saus tomat', 'minyak goreng', 'bawang putih', 'desa marinasi', 'jahe', 'gula pasir', 'lada']",45,"['ikan dan seafood', 'makanan rumahan', 'menu tradisional daerah']","['ikan & seafood', 'makanan rumahan', 'menu tradisional daerah']"
51,R0051,pepes tahu udang,"tahu putih,udang kecil,daun salam,cabe rawit,batang sereh,daun pisang,lada bubuk,kaldu bubuk,telur,bawang merah,bawang putih,cabe keriting,kemiri,garam,minyak",90,"ikan dan seafood, makanan rumahan, menu tradisional daerah, telur, resep sehat/diet","1. Haluskan bumbu, lalu tumis dengan minyak goreng;2. Campurkan bumbu yang sudah ditumis dengan tahu yang sudah dihaluskan, lada bubuk, kaldu bubuk dan udang kecil. Setelah merata, masukkan telur dan aduk kembali sampai tercampur rata.;3. Tata daun, masukkan adonan sekitar 2 1/2 (dua setengah) sendok, beri atasnya dengan daun salam, sereh dan cabe rawit. Kemudian gulung dan kunci dengan kayu tusuk.;4. Kukus sampai matang.",https://img-global.cpcdn.com/recipes/c2a2376ad9f70e68/680x781f0.5_0.5_1.0q80/pepes-tahu-udang-foto-resep-utama.webp,https://cookpad.com/id/resep/25839157,"['tahu putih', 'udang kecil', 'daun salam', 'cabe rawit', 'batang sereh', 'daun pisang', 'lada bubuk', 'kaldu bubuk', 'telur', 'bawang merah', 'bawang putih', 'cabe keriting', 'kemiri', 'garam', 'minyak']","['tahu putih', 'udang kecil', 'daun salam', 'cabe rawit', 'batang sereh', 'daun pisang', 'lada bubuk', 'kaldu bubuk', 'telur', 'bawang merah', 'bawang putih', 'cabe keriting', 'kemiri', 'garam', 'minyak']","['tahu putih', 'udang kecil', 'salam', 'cabe rawit', 'batang sereh', 'daun pisang', 'lada', 'kaldu ayam', 'telur', 'bawang merah', 'bawang putih', 'cabai keriting', 'kemiri', 'garam', 'minyak']",90,"['ikan dan seafood', 'makanan rumahan', 'menu tradisional daerah', 'telur', 'resep sehat/diet']","['ikan & seafood', 'makanan rumahan', 'menu tradisional daerah', 'telur', 'resep sehat/diet']"
52,R0052,rolade kulit tahu,"tahu,udang,wortel,sawi putih,telur,kulit tahu,bawang putih,garam,gula pasir,kaldu jamur,lada bubuk,saus tiram",60,"kue dan dessert, telur,ikan dan seafood,camilan viral/kekinian,street food/jajanan pasar","1. Haluskan tahu dengan ulekan. Masukkan udang cincang, wortel, sawi, dan telur. Aduk rata. Tambahkan bawang putih, garam, gula, kaldu jamur, lada, dan saus tiram. Aduk rata. Koreksi rasa dengan menggorengnya sedikit;2. Celupkan sebentar (kira-kira sedetik) potongan kulit tahu ke air hangat untuk mengurangi rasa asin, lalu bentangkan di talenan. Letakkan adonan rolade secukupnya, lalu gulung, rapatkan;3. Ulangi hingga adonan habis. Kukus dalam dandang yang sudah diolesi minyak supaya tidak lengket, selama 20-30 menit;4. Angkat, dinginkan, potong-potong, bisa langsung disajikan atau goreng terlebih dahulu baru disajikan",https://img-global.cpcdn.com/recipes/0dfda1b171ed0d86/300x426cq80/rolade-kulit-tahu-foto-resep-utama.webp,https://cookpad.com/id/resep/16069548,"['tahu', 'udang', 'wortel', 'sawi putih', 'telur', 'kulit tahu', 'bawang putih', 'garam', 'gula pasir', 'kaldu jamur', 'lada bubuk', 'saus tiram']","['tahu', 'udang', 'wortel', 'sawi putih', 'telur', 'kulit tahu', 'bawang putih', 'garam', 'gula pasir', 'kaldu jamur', 'lada bubuk', 'saus tiram']","['tahu', 'udang', 'wortel', 'sawi putih', 'telur', 'kulit tahu', 'bawang putih', 'garam', 'gula pasir', 'kaldu jamur', 'lada', 'saus tiram']",60,"['kue dan dessert', 'telur', 'ikan dan seafood', 'camilan viral/kekinian', 'street food/jajanan pasar']","['dessert & kue manis', 'telur', 'ikan & seafood', 'camilan viral/kekinian', 'street food/jajanan pasar']"
53,R0053,nasi bakar kerang pedas,"kerang hijau,petai,tempe,cabe merah keriting,cabe rawit merah,tomat ijo,bawang merah,bawang putih,garam,gula pasir,lada bubuk,kaldu bubuk,daun kemangi",60,"nasi dan olahan beras, menu tradisional daerah, makanan rumahan, ikan dan seafood, olahan pedas dan sambal","1. Tumis irisan bawang merah, bawang putih, tomat ijo, lengkuas hingga wangi,;2. Masukan kerang hijau, petai dan tempe.;3. Beri juga garam, lada bubuk, gula pasir, kaldu bubuk lalu tumis hingga matang dan bumbu meresap;4. Siapkan daun pisang, tata nasi putih dan beri tumisan kerang pedas dan tambahan daun kemangi di atasnya.;5. Gulung rapi nasi dengan daun pisang.;6. Siapkan pan grill dan panggang hingga agak gosong gulungan daun pisang isi nasinya sambil sesekali dioles minyak goreng agar mengkilat.;7. Setelah cukup terpanggang angkat dan sajikan nasi bakar kerang dengan tambahan lalapan segar juga gorengan tahu tempenya.",https://img-global.cpcdn.com/recipes/4f6c73f8c0f0b521/300x426f0.498509_0.479465_1.01228q80/nasi-bakar-kerang-pedas-foto-resep-utama.webp,https://cookpad.com/id/resep/25824575,"['kerang hijau', 'petai', 'tempe', 'cabe merah keriting', 'cabe rawit merah', 'tomat ijo', 'bawang merah', 'bawang putih', 'garam', 'gula pasir', 'lada bubuk', 'kaldu bubuk', 'daun kemangi']","['kerang hijau', 'petai', 'tempe', 'cabe merah keriting', 'cabe rawit merah', 'tomat ijo', 'bawang merah', 'bawang putih', 'garam', 'gula pasir', 'lada bubuk', 'kaldu bubuk', 'daun kemangi']","['kerang hijau', 'petai', 'tempe', 'cabe merah keriting', 'cabe rawit', 'tomat ijo', 'bawang merah', 'bawang putih', 'garam', 'gula pasir', 'lada', 'kaldu ayam', 'daun kemangi']",60,"['nasi dan olahan beras', 'menu tradisional daerah', 'makanan rumahan', 'ikan dan seafood', 'olahan pedas dan sambal']","['nasi & olahan beras', 'menu tradisional daerah', 'makanan rumahan', 'ikan & seafood', 'olahan pedas & sambal']"
54,R0054,nasi bakar jengkol pedas,"nasi,beras,santan,batang serai,daun jeruk,daun salam,jengkol,teri medan,daun kemangi,daun salam,lengkuas,cabai hijau besar,cabai merah besar,tomat,bawang merah,bawang putih,cabai merah keriting,terasi bakar,garam,merica bubuk,daun pisang",45,"nasi dan olahan beras, menu tradisional daerah, makanan rumahan, olahan pedas dan sambal","1. Nasi: Rebus santan, serai, daun jeruk, daun salam, garam, dan kaldu bubuk sambil diaduk hingga mendidih. Masukkan besar, aduk hingga santan terserap habis. Angkat, kukus selama 30 menit hingga matang. Angkat, sisihkan.;2. Tumisan jengkol : Panaskan minyak. Masukkan bumbu halus, daun salam, dan lengkuas. Tumis hingga harum. Tambahkan cabai hijau besar, cabai merah besar, tomat, dan jengkol .Aduk-aduk, masak hingga semua bahan matang. Masukkan teri medan dan daun kemangi, aduk rata, angkat.;3. Ambil selembar daun pisang, beri nasi dan tumisan jengkol.;4. Bungkus menyerupai lontong, semat kedua ujungnya dengan tusuk gigi.;5. Bakar diatas bara api hingga daun pisang berwarna kecoklatan dan harum.;6. Angkat dan sajikan.",https://img-global.cpcdn.com/recipes/3ec58f38908d004d/300x426cq80/nasi-bakar-jengkol-pedas-foto-resep-utama.webp,https://cookpad.com/id/resep/303176,"['nasi', 'beras', 'santan', 'batang serai', 'daun jeruk', 'daun salam', 'jengkol', 'teri medan', 'daun kemangi', 'daun salam', 'lengkuas', 'cabai hijau besar', 'cabai merah besar', 'tomat', 'bawang merah', 'bawang putih', 'cabai merah keriting', 'terasi bakar', 'garam', 'merica bubuk', 'daun pisang']","['nasi', 'beras', 'santan', 'batang serai', 'daun jeruk', 'daun salam', 'jengkol', 'teri medan', 'daun kemangi', 'daun salam', 'lengkuas', 'cabai hijau besar', 'cabai merah besar', 'tomat', 'bawang merah', 'bawang putih', 'cabai merah keriting', 'terasi bakar', 'garam', 'merica bubuk', 'daun pisang']","['nasi', 'beras', 'santan', 'batang serai', 'daun jeruk', 'salam', 'jengkol', 'teri medan', 'daun kemangi', 'salam', 'lengkuas', 'cabai hijau besar', 'cabai merah besar', 'tomat', 'bawang merah', 'bawang putih', 'cabai keriting', 'terasi bakar', 'garam', 'merica', 'daun pisang']",45,"['nasi dan olahan beras', 'menu tradisional daerah', 'makanan rumahan', 'olahan pedas dan sambal']","['nasi & olahan beras', 'menu tradisional daerah', 'makanan rumahan', 'olahan pedas & sambal']"
55,R0055,pepes ikan nila,"ikan nila,daun pisang,daun singkong,daun kemangi,cabe merah,bawang merah,bawang putih,kunyit,jahe,garam,gula pasir,penyedap",60,"ikan dan seafood, makanan rumahan, menu tradisional daerah, resep sehat/diet","1. Siapkan bahan pepes,lalu bungkus dengan daun dan dipresto 30 menit;2. Setelah di presto,dinginkan,haluskan bumbu lalu masak,buka bungkus pepes beri daun kemangi dan lalapan daun singkong beri bumbu lalu bungkus lg,;3. Bakar pepes dengan happy call sampe matang,setelah itu sajikan",https://img-global.cpcdn.com/recipes/3a61a257e327dffd/680x781f0.5_0.5_1.0q80/pepes-ikan-nila-foto-resep-utama.webp,https://cookpad.com/id/resep/25799118,"['ikan nila', 'daun pisang', 'daun singkong', 'daun kemangi', 'cabe merah', 'bawang merah', 'bawang putih', 'kunyit', 'jahe', 'garam', 'gula pasir', 'penyedap']","['ikan nila', 'daun pisang', 'daun singkong', 'daun kemangi', 'cabe merah', 'bawang merah', 'bawang putih', 'kunyit', 'jahe', 'garam', 'gula pasir', 'sedap']","['ikan nila', 'daun pisang', 'singkong', 'daun kemangi', 'cabe merah', 'bawang merah', 'bawang putih', 'kunyit', 'jahe', 'garam', 'gula pasir', 'sedap']",60,"['ikan dan seafood', 'makanan rumahan', 'menu tradisional daerah', 'resep sehat/diet']","['ikan & seafood', 'makanan rumahan', 'menu tradisional daerah', 'resep sehat/diet']"
56,R0056,mie kuah ikan,"tauge,mie burung dara,daun bawang,bawang goreng,cabe rawit,air,ikan kembung,merica butir,bawang putih,bawang merah,jahe,pala,serai,kecap asin,kecap manis,gula merah,garam,totole",60,"mie dan pasta, ikan dan seafood, olahan pedas dan sambal, makanan rumahan","1. Goreng bawang merah;2. Oseng bumbu hingga matang;3. Masukkan ikan rebus, aduk dengan bumbu;4. Tambahkan air;5. Kasih penyedap;6. Sementara rebus mie, balur minyak setelah matang;7. Celor tauge",https://img-global.cpcdn.com/recipes/663603f0848bde86/680x781cq80/mie-kuah-ikan-foto-resep-utama.webp,https://cookpad.com/id/resep/16355411,"['tauge', 'mie burung dara', 'daun bawang', 'bawang goreng', 'cabe rawit', 'air', 'ikan kembung', 'merica butir', 'bawang putih', 'bawang merah', 'jahe', 'pala', 'serai', 'kecap asin', 'kecap manis', 'gula merah', 'garam', 'totole']","['tauge', 'mie burung dara', 'daun bawang', 'bawang goreng', 'cabe rawit', 'air', 'ikan kembung', 'merica butir', 'bawang putih', 'bawang merah', 'jahe', 'pala', 'serai', 'kecap asin', 'kecap manis', 'gula merah', 'garam', 'totole']","['tauge', 'mie burung dara', 'daun bawang', 'bawang merah', 'cabe rawit', 'air', 'ikan kembung', 'merica butir', 'bawang putih', 'bawang merah', 'jahe', 'pala', 'serai', 'kecap asin', 'kecap manis', 'gula merah', 'garam', 'totole']",60,"['mie dan pasta', 'ikan dan seafood', 'olahan pedas dan sambal', 'makanan rumahan']","['mie & pasta', 'ikan & seafood', 'olahan pedas & sambal', 'makanan rumahan']"
57,R0057,otak-otak udang goreng,"udang,bawang putih,daun bawang,putih telur,garam,lada bubuk,kaldu bubuk,tepung sagu,bawang putih,cabe rawit,air,gula aren,asam jawa,garam,kecap manis",40,"camilan viral / kekinian, kue dan dessert, resep anak dan bekal sekolah, ikan dan seafood, street food/jajanan pasar, telur","1. Haluskan udang dan bwg putih.;2. Masukkan semua bahan jadi 1. Aduk hingga rata.;3. Ambil adonan, bentuk adonan. (Taburi tangan dg sagu jika lengket). Rebus di air yg mendidih hingga mengapung. Angkat & tiriskan. Goreng.;4. Cuko : Blender bwg putih dan cabe.;5. Masak semua bahan jadi 1 hingga gula mencair dan mendidih,sekitar 20 menitan. Saring dan buang ampas2nya. Simpan dlm botol kaca.;6. Kecapnya gak mengganggu rasa cukonya menurut saya, tapi bisa di skip kalau mau.",https://img-global.cpcdn.com/recipes/85ec298350655913/680x781f0.5_0.50673_1.0q80/otak-otak-udang-goreng-foto-resep-utama.webp,https://cookpad.com/id/resep/25805068,"['udang', 'bawang putih', 'daun bawang', 'putih telur', 'garam', 'lada bubuk', 'kaldu bubuk', 'tepung sagu', 'bawang putih', 'cabe rawit', 'air', 'gula aren', 'asam jawa', 'garam', 'kecap manis']","['udang', 'bawang putih', 'daun bawang', 'putih telur', 'garam', 'lada bubuk', 'kaldu bubuk', 'tepung sagu', 'bawang putih', 'cabe rawit', 'air', 'gula aren', 'asam jawa', 'garam', 'kecap manis']","['udang', 'bawang putih', 'daun bawang', 'putih telur', 'garam', 'lada', 'kaldu ayam', 'tepung sagu', 'bawang putih', 'cabe rawit', 'air', 'gula aren', 'asam jawa', 'garam', 'kecap manis']",40,"['camilan viral / kekinian', 'kue dan dessert', 'resep anak dan bekal sekolah', 'ikan dan seafood', 'street food/jajanan pasar', 'telur']","['camilan viral/kekinian', 'dessert & kue manis', 'resep anak & bekal sekolah', 'ikan & seafood', 'street food/jajanan pasar', 'telur']"
58,R0058,siomay ayam udang,"daging ayam,udang,tepung tapioka,wortel,daun bawang,kulit pangsit,garam,merica bubuk,gula,minyak wijen,micin ajinomoto rose brand,kol",60,"ayam, ikan dan seafood, camilan viral/kekinian, street food/jajanan pasar","1. Campur ayam, udang, tepung tapioka, daun bawang, garam, merica, gula, minyak wijen, dan Micin Ajinomoto Rose Brand hingga rata.;2. Ambil 1 lembar kulit pangsit, beri adonan, bentuk seperti mangkuk kecil, taburi wortel parut di atasnya.;3. Kukus siomay selama 20 menit hingga matang.;4. Untuk saus: haluskan kacang, bawang putih, dan cabai, lalu masak dengan air, gula merah, dan garam hingga mengental. Tambahkan air jeruk limau.;5. Sajikan siomay dengan saus kacang.",https://img-global.cpcdn.com/recipes/0f2c9769d2d432a6/680x781cq80/siomay-ayam-udang-foto-resep-utama.webp,https://cookpad.com/id/resep/25801548,"['daging ayam', 'udang', 'tepung tapioka', 'wortel', 'daun bawang', 'kulit pangsit', 'garam', 'merica bubuk', 'gula', 'minyak wijen', 'micin ajinomoto rose brand', 'kol']","['daging ayam', 'udang', 'tepung tapioka', 'wortel', 'daun bawang', 'kulit pangsit', 'garam', 'merica bubuk', 'gula', 'minyak wijen', 'micin ajinomoto rose brand', 'kol']","['daging ayam', 'udang', 'tepung tapioka', 'wortel', 'daun bawang', 'kulit pangsit', 'garam', 'merica', 'gula', 'minyak wijen', 'micin ajinomoto rose brand', 'kol']",60,"['ayam', 'ikan dan seafood', 'camilan viral/kekinian', 'street food/jajanan pasar']","['ayam', 'ikan & seafood', 'camilan viral/kekinian', 'street food/jajanan pasar']"
